"gene","mean_kidney_meth","mean_liver_meth","n_dmrs","kidney_cpm","liver_cpm"
"4930552P12Rik",0.489914869373488,0.388454917001432,7,1.86036875095357,0.618535099086993
"4930563E18Rik",0.00825827122746327,0.0125902391110568,1,0.239608181224164,0.550037190663429
"4931403E22Rik",0.321665374071564,0.407226846174641,4,22.3182705432981,0
"4931408D14Rik",0.369589957055803,0.395937549689531,4,0.81492930038888,260.320943652904
"4933424G05Rik",0.362698606415635,0.431424835046356,4,4.33471752573822,0.12280184754299
"5730408K05Rik",0.00792972271344846,0.00535222089099793,1,91.9610914785814,63.2247651495415
"6720468P15Rik",0.524152947221688,0.5858903131335,7,98.0600036232312,1.53185908501446
"8030462N17Rik",0.617098223411822,0.558019054586822,9,623.851168400949,727.303540177721
"9030625G05Rik",0.429446650688088,0.561782906943942,1,13.6909829785622,1.19844476483585
"9830166K06Rik",0.0144367985535202,0.0162065409715647,1,0.159677542316848,9.86165876895629
"9930021J03Rik",0.00408636919871924,0.00550728323235051,1,626.042587163555,226.596823423332
"A1cf",0.724995982796369,0.583730335605874,3,64.6430303210546,538.385148604269
"A330032B11Rik",0.0865013104251288,0.07588683862295,2,0.850993707002726,5.61575326679991
"A330040F15Rik",0.0825577442750213,0.0721876036706824,2,43.9200150797862,15.9969564167826
"A430093F15Rik",0.362070623296395,0.332645021398466,2,1.84382004639175,0
"A830052D11Rik",0.166742531585956,0.25035400287097,2,9.80500852611057,18.3114790345441
"A930001C03Rik",0.172118510996687,0.155066437791449,6,10.4128641968548,9.07149124284581
"A930007I19Rik",0.334773689544033,0.136241915993339,4,5.65619494782143,2.93723511320792
"A930012L18Rik",0.00373422749524122,0.0132401809729404,1,3.86009018215019,0.12648590296928
"AA387883",0.72333653969655,0.667164951024699,5,3.67202220990991,0
"Abcc2",0.769532706031092,0.484456790782975,2,87.4701353040879,734.35567121143
"Abhd17b",0.161440585799646,0.35555356264713,2,775.491761301436,301.169831025576
"Abhd3",0.462841565240589,0.399967638591781,4,72.8563246076045,302.779696550836
"Ablim1",0.480444732042102,0.398760293115145,58,1467.63069873667,486.248313183095
"Ablim3",0.444873697430939,0.413458110828408,8,84.9484472545752,23.0030592950884
"Acaa2",0.281100428460908,0.331660608960814,6,3193.31036672374,9675.05132975767
"Acsl5",0.532753977005099,0.363156081290381,7,1357.96844617255,5254.46426119838
"Acta2",0.480657380791365,0.46709488444208,2,4228.86558412914,600.551885146958
"Actn3",0.1085476155536,0.0814974565450633,2,299.227285208275,26.6658409439351
"Actr1a",0.00553642224867771,0.00429337983360473,1,3268.55491095821,2663.72408145802
"Acy3",0.193934750169789,0.279425862437883,4,336.986241117237,231.964180091707
"Adamts19",0.318727478487037,0.432375487585443,3,89.4958066332369,5.48689007365386
"Add3",0.513936212795707,0.337378239075017,42,2818.42061851869,2030.23394005725
"Adnp2",0.445274343954199,0.442354096141685,4,784.558060903611,321.467179831102
"Adra2a",0.488067136977756,0.478332581124466,14,45.8536709799548,3.83314429077579
"Adrb1",0.432800617008111,0.467014350369049,6,5.52456778791232,17.5368384152966
"Adrb2",0.484180028599325,0.209835859720929,13,42.039690913955,1862.43730438378
"Afap1l1",0.440662250190228,0.341603739792382,8,921.747399887803,278.146010755969
"Afap1l2",0.392380962257735,0.389748111479517,33,493.06170220259,53.9006764620956
"Afg3l2",0.443446692345563,0.144821582683859,2,1442.47967419883,2654.31268857971
"Ahnak",0.390593573717602,0.246972693156002,27,1375.21947891151,318.225576115732
"AI837181",0.0383657044842077,0.0242731769554948,4,753.272182578683,447.965986865058
"Aip",0.126617403973319,0.105896754793246,5,1267.65644645828,845.691180913841
"Ak3",0.00672402127303727,0.00543421280705746,1,2282.86514505022,2401.4232535602
"Aldh18a1",0.563332667346477,0.382099021354669,16,1676.8766633658,1973.74246521265
"Aldh1a1",0.551644490934597,0.514797993991107,2,81.1141120999429,34.5275198618063
"Aldh1a7",0.569532475968307,0.600724231468445,2,92.4592767631187,43.7605190321213
"Aldh3b1",0.529573604117663,0.491092268912505,3,62.1621508215622,264.839797113603
"Aldh3b2",0.367591358951545,0.428416453662414,2,35.6720155393434,17.1496019258349
"Aldh7a1",0.164118625787371,0.308168228270162,5,1963.68840673245,2153.99109014396
"Alpk2",0.276005194451364,0.283563581156703,5,5.1466522940426,3.25284475238974
"Ammecr1l",0.481368809000836,0.388954214788193,4,1889.52398607024,805.560265813593
"Ankhd1",0.00351615890902617,0.00468405368244553,1,1658.19029502793,1188.27230095746
"Ankrd1",0.167801011997193,0.288852756401972,4,7.02765130423421,5.00672072055023
"Ankrd13d",0.0101320003219793,0.0213388531388329,1,140.555666577319,25.9993316786297
"Ankrd2",0.438730446191037,0.440917942374323,2,1.5279902814988,2.50124681183479
"Ankrd22",0.60984723949013,0.494838725300698,3,1.13539894220858,10.9855717283243
"Ankrd29",0.340095121369731,0.143996328002485,4,105.783472171262,20.0843614232577
"Anxa1",0.342892002421111,0.19901313787749,3,555.844853702965,1855.36633990492
"Ap3s1",0.110130604028892,0.153640528679476,4,1219.44944627429,1064.11547474853
"Ap5b1",0.0186802302476632,0.011789853586668,1,264.037647387149,152.419679865462
"Apba1",0.32686631923934,0.414185593225451,13,54.4270973779876,7.51626571118086
"Apbb3",0.442315938564187,0.425737827383431,2,252.243566973362,155.523168905725
"Apc",0.241767964515633,0.179220608558321,4,1367.48742687558,342.349824828721
"Apcdd1",0.37682898193248,0.456185127296625,5,240.912019171718,2.03125004664136
"Aqp4",0.363437564410358,0.260399616875939,76,147.559128804525,20.077944237425
"Arap3",0.196633290643183,0.244096641298851,11,785.968287523242,367.179035706821
"Arhgap12",0.552987167583897,0.35045122134578,26,893.509827786113,435.216392131864
"Arhgap19",0.5750004530341,0.490383699455902,18,1499.05593419273,2726.22394970776
"Arhgap26",0.552664977243313,0.462966427579098,25,666.880073839086,195.759340736176
"Arhgef37",0.180742505904477,0.211662984023974,6,16.2300170088183,8.64191033013724
"Arl2",0.379732005458797,0.201783424520869,2,979.063788398548,489.186916723427
"Arl3",0.297750230535024,0.24124294731764,9,1167.1305773436,281.747287937117
"Armh3",0.164473434892637,0.373269922684851,2,444.466648221146,207.842947167639
"Arsi",0.31769165122896,0.409083023342512,4,68.6470606694981,5.38024501054412
"As3mt",0.339584211838611,0.164057685227999,2,701.034223880863,515.262488317336
"Asah2",0.251660419019082,0.156229985085452,2,60.9155703988237,25.4150548686052
"Asrgl1",0.301503446446877,0.227001456067637,3,449.75762949497,353.189786172727
"Asxl3",0.489289511723623,0.485831592713479,13,374.75017340377,11.563012158107
"Atad1",0.0487830018739354,0.229954693634544,2,2198.89654904913,1104.50326879771
"Atg12",0.363988917385759,0.346253016665164,2,1203.31105032418,998.453261133637
"Atg2a",0.534931893561349,0.460029099657647,3,673.642899191018,566.755990383632
"Atl3",0.232835252553121,0.245219906521166,4,534.252746916321,506.688158497917
"Atp5a1",0.462812590920371,0.105619855694697,2,25337.806159581,24417.7140848842
"Atp5md",0.00456910743578883,0.00272447037052118,1,4077.72679703892,4135.6711827049
"Atp8b1",0.5828546328672,0.366169425644003,17,181.569366251762,180.293346621538
"Atp9b",0.446841259770062,0.507939456032193,28,1214.79596553576,630.80138110043
"Atrnl1",0.580674594888713,0.532607391234425,31,651.728010327575,73.3799289984069
"Avpi1",0.00531314460735445,0.0060277457750368,1,225.922104204204,425.281010296785
"AW112010",0.353646508317381,0.186474770631477,2,1.84456001682501,64.0369646217667
"AW554918",0.485073166902289,0.501673001186381,7,380.027045632607,147.681676359233
"B230217O12Rik",0.108313604181629,0.0956340354070186,3,21.9769502436985,18.2878170820289
"B3gat3",0.0564132585436471,0.0558052718432505,1,680.971718497966,580.195746630353
"B430212C06Rik",0.494285892947112,0.354370073091908,3,12.2546342712161,4.34117360331447
"B4galt6",0.611498505153876,0.359337122603393,4,688.051434782955,178.840675876017
"B4gat1",0.0166631273310707,0.00632205660797781,2,1001.70100121721,327.842607982606
"Bad",0.0080589629363722,0.00839715518216972,4,630.886536385767,471.926953663468
"Bambi",0.359797448634081,0.382970512299956,11,1008.03091568554,211.155019667679
"Banf1",0.00253373095249526,0.00533695565188627,4,4230.39884608742,3744.91115198696
"Batf2",0.497147836675755,0.530770396410069,1,2.9617394623503,4.31251039940992
"Bbip1",0.00632751915014061,0.0038871256147828,2,802.880344776737,743.293421525401
"Bbs1",0.416691014097116,0.330427499645663,3,137.80769167125,37.1548421137422
"BC031181",0.0175406334592738,0.0138800743009741,1,1590.5635756053,1680.98718862534
"BC037704",0.00450731866173043,0.00484652580154282,1,41.741612896847,29.9064692323916
"Best1",0.229094959969282,0.148852118160744,4,27.8710479302711,4.05941176999759
"Bin1",0.447717383212778,0.314017818775773,14,1287.32786245172,540.767370433936
"Blnk",0.590153685770065,0.434937095354927,6,233.356321744108,37.7367587043758
"Bloc1s2",0.0858579291415082,0.0878103862445047,1,715.414621485923,544.736559087626
"Borcs7",0.448772375664637,0.307681588467063,2,449.925108585355,228.496613938288
"Brd8",0.0118334312961826,0.00589283710709282,3,3115.87780915722,2366.59697992618
"Brms1",0.0290105860584727,0.00669456135482897,1,650.086087789095,651.119441464199
"Bscl2",0.193793008937813,0.24937796554462,6,738.367941142936,812.481318775194
"Btaf1",0.729511301488607,0.483722380520142,5,934.245798887316,1672.97548579439
"Btrc",0.416139206107295,0.377954557761553,80,1181.11237845351,1873.45081834853
"Bvht",0.329011411534446,0.242770452951411,7,70.3475012750035,6.88860839176442
"C030016D13Rik",0.318349188991172,0.10340785926776,3,8.28610714721031,10.5363487170819
"C130060C02Rik",0.23773771401501,0.289621773169906,6,9.48622390792671,0.978164184268143
"C330018D20Rik",0.429837165317495,0.382937652727411,5,306.257930536436,529.605663618536
"Cables1",0.39701744401057,0.485788782526116,20,168.208603232736,35.9850605528109
"Cabp2",0.414182681635882,0.416650133340592,4,1.17908143900426,5.66486401160542
"Cabp4",0.25283014363866,0.157372441093118,1,0.399285723541012,1.90202442941686
"Cabyr",0.0643903903148552,0.0484815940530389,5,11.2673877588919,14.756478333768
"Cacul1",0.0150921686183364,0.0125306792250526,3,987.801517548875,693.740279734011
"Calhm2",0.0749262596877885,0.0478295163668148,1,111.372970633511,56.5942914924107
"Camk2a",0.281968620957528,0.275277320069467,13,63.3625549259484,15.897419117493
"Camk4",0.618216482511283,0.466948512078715,4,117.871598625186,33.4642436674402
"Capn1",0.378473804049442,0.446682742366253,10,275.675964365096,1562.83582410017
"Carmn",0.190928011657204,0.352841615353132,5,143.283897643672,15.9388801602393
"Carnmt1",0.667812860721377,0.326167989380114,6,877.842199655712,999.098985345369
"Carns1",0.0665476161353073,0.159193424034042,2,52.3750887262391,25.4745592795136
"Casp7",0.412717156433621,0.433548018297582,5,481.031356745872,408.287168969718
"Catsperz",0.00893372247490996,0.00779828672337106,1,12.7360826891635,2.80666306604231
"Cblif",0.700143236465634,0.517779458535052,3,0.176966217311924,1.20630607260428
"Cbln2",0.434049427902506,0.368112109763733,20,30.4818505743403,4.62762290373456
"Cbwd1",0.194355894305143,0.419267361543947,4,288.132086754391,258.579707790054
"Ccbe1",0.337207109088795,0.409758184335615,23,120.475746211564,37.5195267938239
"Ccdc112",0.461926405220628,0.461129155215231,10,216.568407178788,13.8714305677425
"Ccdc178",0.464407366133319,0.498720680900491,16,10.9770352256257,0
"Ccdc186",0.683504262389662,0.384130131602714,3,891.419179679486,452.490466325443
"Ccdc192",0.420322255972977,0.520309048883762,12,2.03026599726195,0
"Ccdc68",0.38052675256152,0.435360488441882,7,33.8248369020952,40.1194099684841
"Ccdc85b",0.00553034280360408,0.00286110749267622,2,537.665429696404,132.838134778786
"Ccdc86",0.376623611586087,0.353698666654362,3,962.904095605537,685.429876402291
"Ccdc88b",0.281912588751631,0.380327480217857,4,26.437273227518,123.620754508669
"Ccnj",0.48824750727781,0.103513699814364,3,513.257931919808,238.17269699106
"Ccny",0.676920417194618,0.430414692333923,8,750.449068977791,451.983720476885
"Ccs",0.380929490002846,0.467180824251134,3,539.782160491285,890.295126558203
"Cd14",0.0044224802974803,0.0088948229637611,1,29.4453406538974,64.3862839602774
"Cd226",0.883870967741936,0.33702380952381,2,4.16145827634977,109.767699201713
"Cd248",0.0165745425195438,0.0240884434315585,2,1548.80850734655,170.934737383306
"Cd274",0.0242414720967887,0.00684658888773353,1,9.99684646854008,47.6413798701599
"Cd5",0.391152087561751,0.311427120407994,2,5.68536700317235,2.25207651481171
"Cd6",0.148702130611217,0.20128593579212,4,0.84318476556593,1.18365790953883
"Cd74",0.758605044570379,0.643976553797503,6,72.3088012616026,167.012796058901
"Cdc23",0.375954601717004,0.157584151308416,3,3486.40794093662,2395.30731060222
"Cdc25c",0.0135053731508181,0.0192220268539707,2,831.054540503638,761.192947024568
"Cdc37l1",0.359593031660797,0.494765040724619,11,1282.99104759546,600.84324230795
"Cdc42bpg",0.286482272301171,0.286187285361668,3,77.1908938548432,33.1397907231321
"Cdc42ep2",0.275867466542422,0.195820297802316,3,437.273695266495,159.89687361329
"Cdca5",0.0128000920668643,0.00839766026699192,1,909.692817285516,1238.70961354304
"Cdh2",0.449604851967737,0.443301734834522,20,1501.211215216,940.970735193687
"Cdk2ap2",0.00579898966498843,0.00478460142960152,1,1041.31368882628,1857.03891786287
"Cdo1",0.342534534017897,0.467295127006105,7,533.229127581247,1276.87134381329
"Cdx1",0.252625443002171,0.279274076842146,3,16.7857971278965,1.0071450088693
"Celf4",0.328513402034472,0.356776448936117,220,174.438999345357,7.66411540794586
"Cemip2",0.422689031109824,0.362299028348554,24,1483.70431859239,906.241031248698
"Cep120",0.178992565134303,0.364900746207622,2,858.954287988332,840.611318443401
"Cep192",0.391815101787501,0.266632782575561,3,1100.49719136368,1039.15320691468
"Cep55",0.00946975546372412,0.00662867456895931,3,738.798162314034,219.35196606205
"Cep76",0.414158091774693,0.247649561662274,5,422.061641627809,2966.57207711676
"Cep78",0.50230980995689,0.535051804916818,6,699.869287180426,410.934012235048
"Cfap43",0.337780927454566,0.359158008501265,4,4.8734251191108,1.60970283768361
"Cfap53",0.491518022157695,0.457871368811969,10,14.7570873387164,0.12280184754299
"Cfap58",0.420469117421271,0.49816957365206,9,2.1910580967648,0
"Cfl1",0.00465288353604102,0.00492707547481041,1,31698.8469116744,24732.4092658934
"Ch25h",0.445170113809219,0.406853764261603,6,26.1132924974719,2.50124681183479
"Chka",0.506989493981852,0.456606959828027,12,848.808702047825,645.52605525016
"Chmp1b",0.0266350413141341,0.0355299808215925,1,884.942611515743,722.343190636998
"Chrm1",0.429489680801932,0.311973219560942,6,4.82526814936409,1.15892768101345
"Chst9",0.37486534566821,0.409765463590126,13,60.200657052032,0
"Chsy3",0.427417163044473,0.370597317226458,6,64.1357029770892,64.323829234878
"Chuk",0.236386828312095,0.411719622467905,4,1372.41595942105,1246.70537429641
"Cidea",0.256766724884431,0.110873664378606,4,3.24986086855185,1.59217342198309
"Clcf1",0.346792868864671,0.320675506354105,13,105.722295611634,14.4842305342766
"Cndp1",0.451345844039943,0.331919116607139,3,74.5774317896378,0.162318931365394
"Cndp2",0.348642846491511,0.489894687699697,5,2644.6881214448,1143.39734555846
"Cnih2",0.0379428918412634,0.0596885299761366,4,259.916042310029,17.1360461040848
"Cnnm1",0.431991846741958,0.30462047861733,6,3.81943675667605,11.3324705836143
"Cnnm2",0.558547868456798,0.337226640620132,20,172.717924848148,100.597078092818
"Cntf",0.61408572625613,0.649610450319713,3,22.7074244585338,10.2615116569567
"Col17a1",0.464046759707935,0.38538310675694,4,23.480750295867,9.45288860177622
"Colec12",0.375834712883125,0.352633429850779,6,1349.04533487465,333.757739559464
"Commd10",0.587503216174683,0.550132835637405,8,1317.95855386704,582.775927370309
"Coro1b",0.00800676350148857,0.00537505871217412,1,2529.56246864703,2116.72466369372
"Cox15",0.00594802864210641,0.00412848820180815,1,329.418606137881,272.657764712906
"Cox8a",0.00385704101872334,0.0036371307706405,1,6616.96611321008,6744.53369332242
"Cpeb3",0.396852816791368,0.340899399646665,32,24.6456937928642,159.010842834485
"Cpn1",0.228959271808569,0.3224091552898,4,699.38459589091,2346.52693587085
"Cpsf7",0.466470137281556,0.200233824848974,4,1485.42067419329,743.389901579342
"Cpt1a",0.273095053642624,0.307626805157016,5,1013.62971063841,524.135722196769
"Crem",0.357645159743929,0.0756528720099739,30,315.891105728508,154.274439905811
"Crtac1",0.249676564431158,0.301081609541449,8,160.479811625112,1.14048311563354
"Csf1r",0.543717889303975,0.277550311431854,1,521.410182948561,2196.65313283581
"Csf2ra",0.271751241164133,0.244731000285696,5,447.237111125576,279.864231298117
"Csnk1a1",0.292785875676248,0.377782725970786,4,10966.2434597429,4875.93944093796
"Csnk1g3",0.37179793651333,0.460424445933941,12,1345.37627104888,442.87514925967
"Cst6",0.00839736848674059,0.0218042887953721,1,3.28462698248191,0.57389926789966
"Cstf2t",0.0284067675994041,0.0188028429744207,1,1820.47312506653,876.811303097689
"Ctdp1",0.450895509067973,0.51828634790167,9,720.251606505431,658.289886387303
"Ctif",0.383355121489394,0.421909519087725,35,169.256206933289,29.0783724718486
"Ctnna1",0.388156983148931,0.417904769556972,12,6559.09096843683,2089.46029280187
"Ctsf",0.37203279145173,0.210303724570627,2,734.518535888472,563.346873069187
"Ctxn3",0.348617510381235,0.507768961153484,5,92.8053712363083,0.407922626451374
"Cuedc2",0.0407023440200302,0.0238717930755477,7,1721.34794369184,1547.3256407108
"Cul2",0.399511874704036,0.344537524987938,2,1914.9456729553,1655.90722305489
"Cutc",0.355043212979536,0.299092974626754,4,198.61412058487,243.490368785293
"Cwf19l1",0.0305423726022432,0.0258894321747899,1,514.773830214474,451.248390508155
"Cxxc1",0.00379297244621718,0.00566259871824786,1,1541.36464283497,1013.87239213944
"Cxxc5",0.127343290472833,0.196776804995821,17,2436.03867925135,515.799190835724
"Cyb561a3",0.379363637789004,0.33169686540406,8,388.726600275989,697.476216641936
"Cyb5a",0.636693656584514,0.506406428278355,17,2314.24006213778,6986.56346904542
"Cyp17a1",0.866815349320986,0.640720493540891,2,4.29529521605201,24.5945974756782
"Cyp26a1",0.478319859386687,0.488256374988183,5,46.4494040471307,3.99358881302684
"Cyp26c1",0.0156537613047816,0.123485314481633,2,0.966057930835669,0
"Cyp2c23",0.751614723676176,0.646762761991392,5,5.35411221935342,934.043423512476
"Cyp2c68",0.833331922955502,0.447236803656825,1,16.2508122789224,4595.01300259994
"Cystm1",0.401541233989933,0.203234929321518,6,657.036341344701,119.763416120242
"D030056L22Rik",0.491147131505709,0.440330468417397,2,707.239302300281,1113.89923830015
"D330050I16Rik",0.0385083940258468,0.00741603671123404,1,51.298502415893,32.6865460748728
"Dagla",0.297223886203776,0.330767698059634,15,181.863424675273,22.3123100680203
"Dcc",0.421241256503836,0.439818345094384,22,46.6505441749434,5.57097537971291
"Dclre1a",0.608050649401655,0.403737786257725,3,440.704193944656,754.750832848493
"Dcp2",0.504128046141424,0.366326442689746,3,904.471356934451,293.792818456138
"Dctn4",0.420447704599793,0.376181055899925,4,1903.73460659809,1229.70486666525
"Ddb1",0.00489155965754431,0.00489117798534307,1,12933.8827511775,11262.6014417982
"Dele1",0.106692455255808,0.344112349005269,2,1414.6483432793,1221.07222087661
"Diaph1",0.37442992789167,0.32814983225259,30,387.611546743596,498.464331671148
"Dipk1c",0.418116387291155,0.414651191493384,8,5.46100923382622,0.324637862730787
"Dkk1",0.0451168852624954,0.039397517724062,2,866.26608607138,24.2443242819946
"Dmrt2",0.296272508336658,0.410419137761017,14,35.8788512539244,19.3013812175898
"Dmxl1",0.54940868153559,0.269143086704781,4,699.723616779526,652.087002429033
"Dnajc18",0.317824347940066,0.357442219281107,4,740.686494159655,221.666890570609
"Dnajc4",0.00847928668513027,0.0112325511303056,1,208.330253395733,175.468069421393
"Dnmbp",0.406702597959312,0.401336651270076,17,982.709037428367,174.457335677482
"Dntt",0.221416627857904,0.244253860075441,6,3.35769071740553,1.62387330779263
"Dock8",0.473994605624228,0.541747140023923,14,215.893873006558,676.561626464039
"Dok6",0.612224776582735,0.433984926114767,11,60.456221819028,0.285120778908384
"Dpcd",0.263423183443216,0.157399401477926,3,623.546685291443,278.023611112132
"Dpf2",0.0392481016140646,0.0126079719488203,2,2833.64172148466,1735.71436159385
"Dpp3",0.0235656717773452,0.0242338117050529,1,2388.73564424259,2196.22603639786
"Dpysl3",0.311789808313574,0.349842054669941,15,1040.18328226721,150.171950459134
"Drap1",0.0070414428797553,0.00558949668641887,2,1776.3710192302,882.261278668223
"Dsc2",0.599694097868509,0.391765456042238,3,296.901159607119,464.244133689759
"Dsc3",0.524973055060112,0.34451017320042,12,6.44191962982299,1.57649491620179
"Dsg1c",0.532882288097364,0.451502547692129,5,0,3.68881534482079
"Dsg2",0.64581513565843,0.547628566751335,10,266.077448494255,388.754134345687
"Dtna",0.473839734489281,0.464353792920251,83,308.979605209806,11.8976611895205
"Dtwd2",0.456113215240807,0.308249515063979,14,197.064288346581,177.556094538672
"Dtx4",0.2335029349593,0.279505759782662,6,340.258906533885,205.973421095897
"Dusp5",0.382229290373652,0.34199535985519,9,246.112905070408,76.4846187056914
"Dym",0.594421467788707,0.606662060276043,22,657.35413111154,945.495209464511
"E030024N20Rik",0.206424172139374,0.365241765502108,1,1384.07290747572,1045.20271555154
"E230025N22Rik",0.718728726650659,0.690187340282087,3,0.726449749611506,0.162318931365394
"E330013P04Rik",0.42300540096428,0.352381483262362,6,106.091554949218,1.27206142062434
"Ecscr",0.0976537344825367,0.0947302760395349,1,412.945058746848,112.40520922656
"Eef1g",0.319601416068744,0.278353455696489,4,8226.2939090713,5963.27454389946
"Efemp2",0.0209283220629968,0.0640377023198133,2,2260.24175775582,416.127473723913
"Egr1",0.3886871892215,0.100461324679951,3,611.706625234275,427.223104116893
"Ehbp1l1",0.362453707639303,0.290431970319361,20,536.688510918806,5472.52605807621
"Ehd1",0.53172939405957,0.258067872177497,6,1818.80444427047,3488.9933548127
"Eif1a",0.429019451331782,0.405137900207242,7,3280.5216107351,2472.67646759295
"Eif1ad",0.00253373095249526,0.00533695565188627,1,1447.94638394491,1214.57111340307
"Eif3a",0.408363402861978,0.0904259469751405,2,7334.95047867063,6759.16401101615
"Eif4ebp3",0.668842701431657,0.755490018820214,1,112.947398908857,71.0944545823862
"Elac1",0.324385514202648,0.177023135344252,2,300.759564844379,124.805689730059
"Elp2",0.615064640845124,0.4359686030993,3,3220.7844035404,1757.34411854621
"Eml3",0.0193993652820674,0.036299161605191,2,677.374531831508,568.251202457941
"Emx2",0.012119869344242,0.0183315154339306,3,831.795440244731,0.614009237714948
"Emx2os",0.142852142550697,0.17174900151867,5,408.285835246556,0.285120778908384
"Eno4",0.391307501145259,0.284059669200236,3,14.5348739017473,0.24560369508598
"Entpd1",0.385770154425223,0.227434772818121,17,172.871461300022,223.371554729227
"Entpd7",0.420114414315674,0.403384198888383,5,733.920685258954,270.069874525636
"Epb41l4a",0.497283814444609,0.51130834059497,25,624.911896470244,14.0439164962524
"Epb41l4aos",0.436389352423319,0.32383026050705,12,135.1411813705,127.357116391628
"Epc1",0.594386115700848,0.473151542158411,16,638.138012131295,461.33971995473
"Epg5",0.653442561495568,0.409025437662515,7,452.491939175079,640.468451694076
"Ercc3",0.325343975320061,0.153932050627415,4,554.265395837227,364.134650302658
"Erlin1",0.389334936703009,0.331568034376272,6,1305.15987976915,960.566176705645
"Ermp1",0.382128449613767,0.340838483175234,5,1000.54374166071,947.987816070766
"Esco1",0.0127766549244318,0.0157321905760087,1,732.748349264335,694.722093455593
"Esrra",0.400484981949594,0.0857550986264954,2,202.300996868235,115.722990509367
"Etf1",0.507714262610507,0.363663485952973,6,2450.1611531421,2764.71581646658
"Exoc6",0.542036377279779,0.299492947652998,15,687.786104730499,1853.05391650215
"Exosc1",0.00241147885893141,0.00388550033599888,2,865.775517536639,663.960368819143
"F830016B08Rik",0.19518787663949,0.236368778280543,1,15.5647363980097,6.38531259694337
"Fads1",0.482365949366005,0.196160350952475,3,2795.1354461834,4034.11177447931
"Fads2",0.440172564486615,0.193614948999888,3,1970.34154674702,3666.97708620307
"Fads3",0.508885721390538,0.389335043830783,4,420.789461491486,319.038330262378
"Fam111a",0.301750072425211,0.339268334487842,2,940.688309722723,1722.21300503002
"Fam122a",0.0104272527968939,0.00616569336604485,1,538.268071630931,496.360280140734
"Fam13b",0.586906987937293,0.226616348336297,4,716.772417761176,671.701502860082
"Fam160b1",0.334658509328658,0.330018873157234,6,874.527765295318,699.055233559714
"Fam189a2",0.445197560489282,0.454477967151119,5,64.5756519500866,1.04666209269171
"Fam204a",0.463762106402863,0.362645104914239,2,794.957739669473,392.044797940382
"Fam210a",0.442234786016367,0.293401079294878,2,1132.33929524199,1166.84351410797
"Fam45a",0.470304729285554,0.279379808677337,4,653.386057167012,991.071260970939
"Fam53c",0.00780899456627604,0.0037591641031322,1,1515.53206183221,763.953365141856
"Fam89b",0.00502841109290918,0.00421861803025118,2,1344.69994198012,980.654729242955
"Fas",0.0873675844391262,0.174397229856807,4,34.7048464635454,96.7191498170671
